date,body,sign,from_sign,ruler,element
2018-07-30,Moon,Pisces,Aquarius,Jupiter,water
2018-08-01,Moon,Aries,Pisces,Mars,fire
2018-08-04,Moon,Taurus,Aries,Venus,earth
2018-08-06,Moon,Gemini,Taurus,Mercury,air
2018-08-07,Venus,Libra,Virgo,Venus,air
2018-08-08,Moon,Cancer,Gemini,Moon,water
2018-08-10,Moon,Leo,Cancer,Sun,fire
2018-08-12,Moon,Virgo,Leo,Mercury,earth
2018-08-13,Mars,Capricorn,Aquarius,Saturn,earth
2018-08-14,Moon,Libra,Virgo,Venus,air
2018-08-16,Moon,Scorpio,Libra,Mars,water
2018-08-19,Moon,Sagittarius,Scorpio,Jupiter,fire
2018-08-21,Moon,Capricorn,Sagittarius,Saturn,earth
2018-08-23,Sun,Virgo,Leo,Mercury,earth
2018-08-24,Moon,Aquarius,Capricorn,Saturn,air
2018-08-26,Moon,Pisces,Aquarius,Jupiter,water
2018-08-29,Moon,Aries,Pisces,Mars,fire
2018-08-31,Moon,Taurus,Aries,Venus,earth
2018-09-02,Moon,Gemini,Taurus,Mercury,air
2018-09-05,Moon,Cancer,Gemini,Moon,water
2018-09-06,Mercury,Virgo,Leo,Mercury,earth
2018-09-07,Moon,Leo,Cancer,Sun,fire
2018-09-09,Moon,Virgo,Leo,Mercury,earth
2018-09-09,Venus,Scorpio,Libra,Mars,water
2018-09-11,Moon,Libra,Virgo,Venus,air
2018-09-11,Mars,Aquarius,Capricorn,Saturn,air
2018-09-13,Moon,Scorpio,Libra,Mars,water
2018-09-15,Moon,Sagittarius,Scorpio,Jupiter,fire
2018-09-17,Moon,Capricorn,Sagittarius,Saturn,earth
2018-09-20,Moon,Aquarius,Capricorn,Saturn,air
2018-09-22,Mercury,Libra,Virgo,Venus,air
2018-09-23,Sun,Libra,Virgo,Venus,air
2018-09-23,Moon,Pisces,Aquarius,Jupiter,water
2018-09-25,Moon,Aries,Pisces,Mars,fire
2018-09-27,Moon,Taurus,Aries,Venus,earth
2018-09-30,Moon,Gemini,Taurus,Mercury,air
2018-10-02,Moon,Cancer,Gemini,Moon,water
2018-10-04,Moon,Leo,Cancer,Sun,fire
2018-10-06,Moon,Virgo,Leo,Mercury,earth
2018-10-08,Moon,Libra,Virgo,Venus,air
2018-10-10,Moon,Scorpio,Libra,Mars,water
2018-10-10,Mercury,Scorpio,Libra,Mars,water
2018-10-12,Moon,Sagittarius,Scorpio,Jupiter,fire
2018-10-15,Moon,Capricorn,Sagittarius,Saturn,earth
2018-10-17,Moon,Aquarius,Capricorn,Saturn,air
2018-10-20,Moon,Pisces,Aquarius,Jupiter,water
2018-10-22,Moon,Aries,Pisces,Mars,fire
2018-10-23,Sun,Scorpio,Libra,Mars,water
2018-10-25,Moon,Taurus,Aries,Venus,earth
2018-10-27,Moon,Gemini,Taurus,Mercury,air
2018-10-29,Moon,Cancer,Gemini,Moon,water
2018-10-31,Moon,Leo,Cancer,Sun,fire
2018-10-31,Mercury,Sagittarius,Scorpio,Jupiter,fire
2018-11-01,Venus,Libra,Scorpio,Venus,air
2018-11-02,Moon,Virgo,Leo,Mercury,earth
2018-11-04,Moon,Libra,Virgo,Venus,air
2018-11-07,Moon,Scorpio,Libra,Mars,water
2018-11-09,Moon,Sagittarius,Scorpio,Jupiter,fire
2018-11-09,Jupiter,Sagittarius,Scorpio,Jupiter,fire
2018-11-11,Moon,Capricorn,Sagittarius,Saturn,earth
2018-11-14,Moon,Aquarius,Capricorn,Saturn,air
2018-11-16,Moon,Pisces,Aquarius,Jupiter,water
2018-11-16,Mars,Pisces,Aquarius,Jupiter,water
2018-11-19,Moon,Aries,Pisces,Mars,fire
2018-11-21,Moon,Taurus,Aries,Venus,earth
2018-11-22,Sun,Sagittarius,Scorpio,Jupiter,fire
2018-11-23,Moon,Gemini,Taurus,Mercury,air
2018-11-25,Moon,Cancer,Gemini,Moon,water
2018-11-27,Moon,Leo,Cancer,Sun,fire
2018-11-29,Moon,Virgo,Leo,Mercury,earth
2018-12-01,Mercury,Scorpio,Sagittarius,Mars,water
2018-12-02,Moon,Libra,Virgo,Venus,air
2018-12-03,Venus,Scorpio,Libra,Mars,water
2018-12-04,Moon,Scorpio,Libra,Mars,water
2018-12-06,Moon,Sagittarius,Scorpio,Jupiter,fire
2018-12-09,Moon,Capricorn,Sagittarius,Saturn,earth
2018-12-11,Moon,Aquarius,Capricorn,Saturn,air
2018-12-13,Mercury,Sagittarius,Scorpio,Jupiter,fire
2018-12-14,Moon,Pisces,Aquarius,Jupiter,water
2018-12-16,Moon,Aries,Pisces,Mars,fire
2018-12-18,Moon,Taurus,Aries,Venus,earth
2018-12-21,Moon,Gemini,Taurus,Mercury,air
2018-12-22,Sun,Capricorn,Sagittarius,Saturn,earth
2018-12-23,Moon,Cancer,Gemini,Moon,water
2018-12-25,Moon,Leo,Cancer,Sun,fire
2018-12-27,Moon,Virgo,Leo,Mercury,earth
2018-12-29,Moon,Libra,Virgo,Venus,air
2018-12-31,Moon,Scorpio,Libra,Mars,water
2019-01-01,Mars,Aries,Pisces,Mars,fire
2019-01-02,Moon,Sagittarius,Scorpio,Jupiter,fire
2019-01-05,Moon,Capricorn,Sagittarius,Saturn,earth
2019-01-05,Mercury,Capricorn,Sagittarius,Saturn,earth
2019-01-07,Moon,Aquarius,Capricorn,Saturn,air
2019-01-07,Venus,Sagittarius,Scorpio,Jupiter,fire
2019-01-10,Moon,Pisces,Aquarius,Jupiter,water
2019-01-12,Moon,Aries,Pisces,Mars,fire
2019-01-15,Moon,Taurus,Aries,Venus,earth
2019-01-17,Moon,Gemini,Taurus,Mercury,air
2019-01-19,Moon,Cancer,Gemini,Moon,water
2019-01-20,Sun,Aquarius,Capricorn,Saturn,air
2019-01-21,Moon,Leo,Cancer,Sun,fire
2019-01-23,Moon,Virgo,Leo,Mercury,earth
2019-01-24,Mercury,Aquarius,Capricorn,Saturn,air
2019-01-25,Moon,Libra,Virgo,Venus,air
2019-01-27,Moon,Scorpio,Libra,Mars,water
2019-01-30,Moon,Sagittarius,Scorpio,Jupiter,fire
2019-02-01,Moon,Capricorn,Sagittarius,Saturn,earth
2019-02-04,Moon,Aquarius,Capricorn,Saturn,air
2019-02-04,Venus,Capricorn,Sagittarius,Saturn,earth
2019-02-06,Moon,Pisces,Aquarius,Jupiter,water
2019-02-09,Moon,Aries,Pisces,Mars,fire
2019-02-10,Mercury,Pisces,Aquarius,Jupiter,water
2019-02-11,Moon,Taurus,Aries,Venus,earth
2019-02-13,Moon,Gemini,Taurus,Mercury,air
2019-02-14,Mars,Taurus,Aries,Venus,earth
2019-02-16,Moon,Cancer,Gemini,Moon,water
2019-02-18,Moon,Leo,Cancer,Sun,fire
2019-02-19,Sun,Pisces,Aquarius,Jupiter,water
2019-02-20,Moon,Virgo,Leo,Mercury,earth
2019-02-22,Moon,Libra,Virgo,Venus,air
2019-02-24,Moon,Scorpio,Libra,Mars,water
2019-02-26,Moon,Sagittarius,Scorpio,Jupiter,fire
2019-02-28,Moon,Capricorn,Sagittarius,Saturn,earth
2019-03-02,Venus,Aquarius,Capricorn,Saturn,air
2019-03-03,Moon,Aquarius,Capricorn,Saturn,air
2019-03-05,Moon,Pisces,Aquarius,Jupiter,water
2019-03-08,Moon,Aries,Pisces,Mars,fire
2019-03-10,Moon,Taurus,Aries,Venus,earth
2019-03-13,Moon,Gemini,Taurus,Mercury,air
2019-03-15,Moon,Cancer,Gemini,Moon,water
2019-03-17,Moon,Leo,Cancer,Sun,fire
2019-03-19,Moon,Virgo,Leo,Mercury,earth
2019-03-21,Sun,Aries,Pisces,Mars,fire
2019-03-21,Moon,Libra,Virgo,Venus,air
2019-03-23,Moon,Scorpio,Libra,Mars,water
2019-03-25,Moon,Sagittarius,Scorpio,Jupiter,fire
2019-03-27,Venus,Pisces,Aquarius,Jupiter,water
2019-03-28,Moon,Capricorn,Sagittarius,Saturn,earth
2019-03-30,Moon,Aquarius,Capricorn,Saturn,air
2019-03-31,Mars,Gemini,Taurus,Mercury,air
2019-04-02,Moon,Pisces,Aquarius,Jupiter,water
2019-04-04,Moon,Aries,Pisces,Mars,fire
2019-04-07,Moon,Taurus,Aries,Venus,earth
2019-04-09,Moon,Gemini,Taurus,Mercury,air
2019-04-11,Moon,Cancer,Gemini,Moon,water
2019-04-13,Moon,Leo,Cancer,Sun,fire
2019-04-15,Moon,Virgo,Leo,Mercury,earth
2019-04-17,Moon,Libra,Virgo,Venus,air
2019-04-17,Mercury,Aries,Pisces,Mars,fire
2019-04-20,Sun,Taurus,Aries,Venus,earth
2019-04-20,Moon,Scorpio,Libra,Mars,water
2019-04-21,Venus,Aries,Pisces,Mars,fire
2019-04-22,Moon,Sagittarius,Scorpio,Jupiter,fire
2019-04-24,Moon,Capricorn,Sagittarius,Saturn,earth
2019-04-26,Moon,Aquarius,Capricorn,Saturn,air
2019-04-29,Moon,Pisces,Aquarius,Jupiter,water
2019-05-01,Moon,Aries,Pisces,Mars,fire
2019-05-04,Moon,Taurus,Aries,Venus,earth
2019-05-06,Moon,Gemini,Taurus,Mercury,air
2019-05-07,Mercury,Taurus,Aries,Venus,earth
2019-05-08,Moon,Cancer,Gemini,Moon,water
2019-05-11,Moon,Leo,Cancer,Sun,fire
2019-05-13,Moon,Virgo,Leo,Mercury,earth
2019-05-15,Moon,Libra,Virgo,Venus,air
2019-05-15,Venus,Taurus,Aries,Venus,earth
2019-05-16,Mars,Cancer,Gemini,Moon,water
2019-05-17,Moon,Scorpio,Libra,Mars,water
2019-05-19,Moon,Sagittarius,Scorpio,Jupiter,fire
2019-05-21,Sun,Gemini,Taurus,Mercury,air
2019-05-21,Moon,Capricorn,Sagittarius,Saturn,earth
2019-05-21,Mercury,Gemini,Taurus,Mercury,air
2019-05-24,Moon,Aquarius,Capricorn,Saturn,air
2019-05-26,Moon,Pisces,Aquarius,Jupiter,water
2019-05-29,Moon,Aries,Pisces,Mars,fire
2019-05-31,Moon,Taurus,Aries,Venus,earth
2019-06-02,Moon,Gemini,Taurus,Mercury,air
2019-06-05,Moon,Cancer,Gemini,Moon,water
2019-06-05,Mercury,Cancer,Gemini,Moon,water
2019-06-07,Moon,Leo,Cancer,Sun,fire
2019-06-09,Moon,Virgo,Leo,Mercury,earth
2019-06-09,Venus,Gemini,Taurus,Mercury,air
2019-06-11,Moon,Libra,Virgo,Venus,air
2019-06-13,Moon,Scorpio,Libra,Mars,water
2019-06-15,Moon,Sagittarius,Scorpio,Jupiter,fire
2019-06-18,Moon,Capricorn,Sagittarius,Saturn,earth
2019-06-20,Moon,Aquarius,Capricorn,Saturn,air
2019-06-22,Sun,Cancer,Gemini,Moon,water
2019-06-23,Moon,Pisces,Aquarius,Jupiter,water
2019-06-25,Moon,Aries,Pisces,Mars,fire
2019-06-27,Mercury,Leo,Cancer,Sun,fire
2019-06-28,Moon,Taurus,Aries,Venus,earth
2019-06-30,Moon,Gemini,Taurus,Mercury,air
2019-07-02,Moon,Cancer,Gemini,Moon,water
2019-07-02,Mars,Leo,Cancer,Sun,fire
2019-07-04,Moon,Leo,Cancer,Sun,fire
2019-07-04,Venus,Cancer,Gemini,Moon,water
2019-07-06,Moon,Virgo,Leo,Mercury,earth
2019-07-08,Moon,Libra,Virgo,Venus,air
2019-07-10,Moon,Scorpio,Libra,Mars,water
2019-07-13,Moon,Sagittarius,Scorpio,Jupiter,fire
2019-07-15,Moon,Capricorn,Sagittarius,Saturn,earth
2019-07-17,Moon,Aquarius,Capricorn,Saturn,air
2019-07-19,Mercury,Cancer,Leo,Moon,water
2019-07-20,Moon,Pisces,Aquarius,Jupiter,water
2019-07-22,Moon,Aries,Pisces,Mars,fire
2019-07-23,Sun,Leo,Cancer,Sun,fire
2019-07-25,Moon,Taurus,Aries,Venus,earth
2019-07-27,Moon,Gemini,Taurus,Mercury,air
2019-07-28,Venus,Leo,Cancer,Sun,fire
2019-07-29,Moon,Cancer,Gemini,Moon,water
2019-08-01,Moon,Leo,Cancer,Sun,fire
2019-08-03,Moon,Virgo,Leo,Mercury,earth
2019-08-05,Moon,Libra,Virgo,Venus,air
2019-08-07,Moon,Scorpio,Libra,Mars,water
2019-08-09,Moon,Sagittarius,Scorpio,Jupiter,fire
2019-08-11,Moon,Capricorn,Sagittarius,Saturn,earth
2019-08-12,Mercury,Leo,Cancer,Sun,fire
2019-08-14,Moon,Aquarius,Capricorn,Saturn,air
2019-08-16,Moon,Pisces,Aquarius,Jupiter,water
2019-08-18,Mars,Virgo,Leo,Mercury,earth
2019-08-19,Moon,Aries,Pisces,Mars,fire
2019-08-21,Moon,Taurus,Aries,Venus,earth
2019-08-21,Venus,Virgo,Leo,Mercury,earth
2019-08-23,Sun,Virgo,Leo,Mercury,earth
2019-08-24,Moon,Gemini,Taurus,Mercury,air
2019-08-26,Moon,Cancer,Gemini,Moon,water
2019-08-28,Moon,Leo,Cancer,Sun,fire
2019-08-29,Mercury,Virgo,Leo,Mercury,earth
2019-08-30,Moon,Virgo,Leo,Mercury,earth
2019-09-01,Moon,Libra,Virgo,Venus,air
2019-09-03,Moon,Scorpio,Libra,Mars,water
2019-09-05,Moon,Sagittarius,Scorpio,Jupiter,fire
2019-09-07,Moon,Capricorn,Sagittarius,Saturn,earth
2019-09-10,Moon,Aquarius,Capricorn,Saturn,air
2019-09-12,Moon,Pisces,Aquarius,Jupiter,water
2019-09-14,Mercury,Libra,Virgo,Venus,air
2019-09-15,Moon,Aries,Pisces,Mars,fire
2019-09-15,Venus,Libra,Virgo,Venus,air
2019-09-17,Moon,Taurus,Aries,Venus,earth
2019-09-20,Moon,Gemini,Taurus,Mercury,air
2019-09-22,Moon,Cancer,Gemini,Moon,water
2019-09-23,Sun,Libra,Virgo,Venus,air
2019-09-24,Moon,Leo,Cancer,Sun,fire
2019-09-26,Moon,Virgo,Leo,Mercury,earth
2019-09-28,Moon,Libra,Virgo,Venus,air
2019-09-30,Moon,Scorpio,Libra,Mars,water
2019-10-02,Moon,Sagittarius,Scorpio,Jupiter,fire
2019-10-03,Mercury,Scorpio,Libra,Mars,water
2019-10-04,Mars,Libra,Virgo,Venus,air
2019-10-05,Moon,Capricorn,Sagittarius,Saturn,earth
2019-10-07,Moon,Aquarius,Capricorn,Saturn,air
2019-10-09,Venus,Scorpio,Libra,Mars,water
2019-10-10,Moon,Pisces,Aquarius,Jupiter,water
2019-10-12,Moon,Aries,Pisces,Mars,fire
2019-10-15,Moon,Taurus,Aries,Venus,earth
2019-10-17,Moon,Gemini,Taurus,Mercury,air
2019-10-19,Moon,Cancer,Gemini,Moon,water
2019-10-22,Moon,Leo,Cancer,Sun,fire
2019-10-24,Sun,Scorpio,Libra,Mars,water
2019-10-24,Moon,Virgo,Leo,Mercury,earth
2019-10-26,Moon,Libra,Virgo,Venus,air
2019-10-28,Moon,Scorpio,Libra,Mars,water
2019-10-30,Moon,Sagittarius,Scorpio,Jupiter,fire
2019-11-01,Moon,Capricorn,Sagittarius,Saturn,earth
2019-11-02,Venus,Sagittarius,Scorpio,Jupiter,fire
2019-11-03,Moon,Aquarius,Capricorn,Saturn,air
2019-11-06,Moon,Pisces,Aquarius,Jupiter,water
2019-11-08,Moon,Aries,Pisces,Mars,fire
2019-11-11,Moon,Taurus,Aries,Venus,earth
2019-11-13,Moon,Gemini,Taurus,Mercury,air
2019-11-16,Moon,Cancer,Gemini,Moon,water
2019-11-18,Moon,Leo,Cancer,Sun,fire
2019-11-19,Mars,Scorpio,Libra,Mars,water
2019-11-20,Moon,Virgo,Leo,Mercury,earth
2019-11-22,Moon,Libra,Virgo,Venus,air
2019-11-23,Sun,Sagittarius,Scorpio,Jupiter,fire
2019-11-24,Moon,Scorpio,Libra,Mars,water
2019-11-26,Moon,Sagittarius,Scorpio,Jupiter,fire
2019-11-26,Venus,Capricorn,Sagittarius,Saturn,earth
2019-11-29,Moon,Capricorn,Sagittarius,Saturn,earth
2019-12-01,Moon,Aquarius,Capricorn,Saturn,air
2019-12-03,Moon,Pisces,Aquarius,Jupiter,water
2019-12-03,Jupiter,Capricorn,Sagittarius,Saturn,earth
2019-12-06,Moon,Aries,Pisces,Mars,fire
2019-12-08,Moon,Taurus,Aries,Venus,earth
2019-12-09,Mercury,Sagittarius,Scorpio,Jupiter,fire
2019-12-11,Moon,Gemini,Taurus,Mercury,air
2019-12-13,Moon,Cancer,Gemini,Moon,water
2019-12-15,Moon,Leo,Cancer,Sun,fire
2019-12-17,Moon,Virgo,Leo,Mercury,earth
2019-12-19,Moon,Libra,Virgo,Venus,air
2019-12-20,Venus,Aquarius,Capricorn,Saturn,air
2019-12-22,Sun,Capricorn,Sagittarius,Saturn,earth
2019-12-22,Moon,Scorpio,Libra,Mars,water
2019-12-24,Moon,Sagittarius,Scorpio,Jupiter,fire
2019-12-26,Moon,Capricorn,Sagittarius,Saturn,earth
2019-12-28,Moon,Aquarius,Capricorn,Saturn,air
2019-12-29,Mercury,Capricorn,Sagittarius,Saturn,earth
2019-12-31,Moon,Pisces,Aquarius,Jupiter,water
2020-01-02,Moon,Aries,Pisces,Mars,fire
2020-01-03,Mars,Sagittarius,Scorpio,Jupiter,fire
2020-01-05,Moon,Taurus,Aries,Venus,earth
2020-01-07,Moon,Gemini,Taurus,Mercury,air
2020-01-09,Moon,Cancer,Gemini,Moon,water
2020-01-12,Moon,Leo,Cancer,Sun,fire
2020-01-14,Moon,Virgo,Leo,Mercury,earth
2020-01-14,Venus,Pisces,Aquarius,Jupiter,water
2020-01-16,Moon,Libra,Virgo,Venus,air
2020-01-17,Mercury,Aquarius,Capricorn,Saturn,air
2020-01-18,Moon,Scorpio,Libra,Mars,water
2020-01-20,Moon,Sagittarius,Scorpio,Jupiter,fire
2020-01-21,Sun,Aquarius,Capricorn,Saturn,air
2020-01-22,Moon,Capricorn,Sagittarius,Saturn,earth
2020-01-25,Moon,Aquarius,Capricorn,Saturn,air
2020-01-27,Moon,Pisces,Aquarius,Jupiter,water
2020-01-29,Moon,Aries,Pisces,Mars,fire
2020-02-01,Moon,Taurus,Aries,Venus,earth
2020-02-03,Moon,Gemini,Taurus,Mercury,air
2020-02-03,Mercury,Pisces,Aquarius,Jupiter,water
2020-02-06,Moon,Cancer,Gemini,Moon,water
2020-02-08,Moon,Leo,Cancer,Sun,fire
2020-02-08,Venus,Aries,Pisces,Mars,fire
2020-02-10,Moon,Virgo,Leo,Mercury,earth
2020-02-12,Moon,Libra,Virgo,Venus,air
2020-02-14,Moon,Scorpio,Libra,Mars,water
2020-02-16,Moon,Sagittarius,Scorpio,Jupiter,fire
2020-02-16,Mars,Capricorn,Sagittarius,Saturn,earth
2020-02-18,Moon,Capricorn,Sagittarius,Saturn,earth
2020-02-19,Sun,Pisces,Aquarius,Jupiter,water
2020-02-21,Moon,Aquarius,Capricorn,Saturn,air
2020-02-23,Moon,Pisces,Aquarius,Jupiter,water
2020-02-26,Moon,Aries,Pisces,Mars,fire
2020-02-28,Moon,Taurus,Aries,Venus,earth
2020-03-02,Moon,Gemini,Taurus,Mercury,air
2020-03-04,Moon,Cancer,Gemini,Moon,water
2020-03-04,Mercury,Aquarius,Pisces,Saturn,air
2020-03-05,Venus,Taurus,Aries,Venus,earth
2020-03-06,Moon,Leo,Cancer,Sun,fire
2020-03-08,Moon,Virgo,Leo,Mercury,earth
2020-03-10,Moon,Libra,Virgo,Venus,air
2020-03-12,Moon,Scorpio,Libra,Mars,water
2020-03-14,Moon,Sagittarius,Scorpio,Jupiter,fire
2020-03-16,Mercury,Pisces,Aquarius,Jupiter,water
2020-03-17,Moon,Capricorn,Sagittarius,Saturn,earth
2020-03-19,Moon,Aquarius,Capricorn,Saturn,air
2020-03-20,Sun,Aries,Pisces,Mars,fire
2020-03-22,Moon,Pisces,Aquarius,Jupiter,water
2020-03-22,Saturn,Aquarius,Capricorn,Saturn,air
2020-03-24,Moon,Aries,Pisces,Mars,fire
2020-03-27,Moon,Taurus,Aries,Venus,earth
2020-03-29,Moon,Gemini,Taurus,Mercury,air
2020-03-31,Moon,Cancer,Gemini,Moon,water
2020-03-31,Mars,Aquarius,Capricorn,Saturn,air
2020-04-03,Moon,Leo,Cancer,Sun,fire
2020-04-04,Venus,Gemini,Taurus,Mercury,air
2020-04-05,Moon,Virgo,Leo,Mercury,earth
2020-04-07,Moon,Libra,Virgo,Venus,air
2020-04-09,Moon,Scorpio,Libra,Mars,water
2020-04-11,Moon,Sagittarius,Scorpio,Jupiter,fire
2020-04-11,Mercury,Aries,Pisces,Mars,fire
2020-04-13,Moon,Capricorn,Sagittarius,Saturn,earth
2020-04-15,Moon,Aquarius,Capricorn,Saturn,air
2020-04-18,Moon,Pisces,Aquarius,Jupiter,water
2020-04-20,Sun,Taurus,Aries,Venus,earth
2020-04-20,Moon,Aries,Pisces,Mars,fire
2020-04-23,Moon,Taurus,Aries,Venus,earth
2020-04-25,Moon,Gemini,Taurus,Mercury,air
2020-04-28,Moon,Cancer,Gemini,Moon,water
2020-04-28,Mercury,Taurus,Aries,Venus,earth
2020-04-30,Moon,Leo,Cancer,Sun,fire
2020-05-02,Moon,Virgo,Leo,Mercury,earth
2020-05-04,Moon,Libra,Virgo,Venus,air
2020-05-06,Moon,Scorpio,Libra,Mars,water
2020-05-08,Moon,Sagittarius,Scorpio,Jupiter,fire
2020-05-10,Moon,Capricorn,Sagittarius,Saturn,earth
2020-05-12,Mercury,Gemini,Taurus,Mercury,air
2020-05-13,Moon,Aquarius,Capricorn,Saturn,air
2020-05-13,Mars,Pisces,Aquarius,Jupiter,water
2020-05-15,Moon,Pisces,Aquarius,Jupiter,water
2020-05-18,Moon,Aries,Pisces,Mars,fire
2020-05-20,Moon,Taurus,Aries,Venus,earth
2020-05-21,Sun,Gemini,Taurus,Mercury,air
2020-05-23,Moon,Gemini,Taurus,Mercury,air
2020-05-25,Moon,Cancer,Gemini,Moon,water
2020-05-27,Moon,Leo,Cancer,Sun,fire
2020-05-29,Moon,Virgo,Leo,Mercury,earth
2020-05-29,Mercury,Cancer,Gemini,Moon,water
2020-06-01,Moon,Libra,Virgo,Venus,air
2020-06-03,Moon,Scorpio,Libra,Mars,water
2020-06-05,Moon,Sagittarius,Scorpio,Jupiter,fire
2020-06-07,Moon,Capricorn,Sagittarius,Saturn,earth
2020-06-09,Moon,Aquarius,Capricorn,Saturn,air
2020-06-11,Moon,Pisces,Aquarius,Jupiter,water
2020-06-14,Moon,Aries,Pisces,Mars,fire
2020-06-16,Moon,Taurus,Aries,Venus,earth
2020-06-19,Moon,Gemini,Taurus,Mercury,air
2020-06-21,Sun,Cancer,Gemini,Moon,water
2020-06-21,Moon,Cancer,Gemini,Moon,water
2020-06-24,Moon,Leo,Cancer,Sun,fire
2020-06-26,Moon,Virgo,Leo,Mercury,earth
2020-06-28,Moon,Libra,Virgo,Venus,air
2020-06-28,Mars,Aries,Pisces,Mars,fire
2020-06-30,Moon,Scorpio,Libra,Mars,water
2020-07-02,Moon,Sagittarius,Scorpio,Jupiter,fire
2020-07-02,Saturn,Capricorn,Aquarius,Saturn,earth
2020-07-04,Moon,Capricorn,Sagittarius,Saturn,earth
